lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01002197,E02000444,E09000015,E12000007,-0.3079,51.5973,1423
E01002198,E02000442,E09000015,E12000007,-0.2837,51.5972,1810
E01002199,E02000444,E09000015,E12000007,-0.3079,51.5948,1535
E01002200,E02000442,E09000015,E12000007,-0.2895,51.5983,2208
E01002201,E02000444,E09000015,E12000007,-0.3001,51.5966,1758
E01002202,E02000444,E09000015,E12000007,-0.2925,51.5956,2276
E01002203,E02000442,E09000015,E12000007,-0.2954,51.6,1803
E01002204,E02006795,E09000015,E12000007,-0.3726,51.5713,1869
E01002206,E02006795,E09000015,E12000007,-0.3677,51.5717,1370
E01002207,E02006795,E09000015,E12000007,-0.3802,51.5663,1738
E01002208,E02000457,E09000015,E12000007,-0.3763,51.5802,1339
E01002209,E02000457,E09000015,E12000007,-0.3721,51.5774,1856
E01002210,E02006795,E09000015,E12000007,-0.3777,51.5732,1506
E01002211,E02000460,E09000015,E12000007,-0.3638,51.5673,1477
E01002212,E02000460,E09000015,E12000007,-0.3673,51.5651,1892
E01002214,E02000463,E09000015,E12000007,-0.3783,51.5623,1962
E01002215,E02000463,E09000015,E12000007,-0.3739,51.5627,1693
E01002216,E02000460,E09000015,E12000007,-0.3756,51.5668,1677
E01002217,E02000460,E09000015,E12000007,-0.3626,51.5704,2191
E01002218,E02000462,E09000015,E12000007,-0.3605,51.5627,1773
E01002219,E02000462,E09000015,E12000007,-0.354,51.5628,1996
E01002220,E02000463,E09000015,E12000007,-0.3688,51.5608,1612
E01002221,E02000462,E09000015,E12000007,-0.3585,51.5592,1599
E01002222,E02000462,E09000015,E12000007,-0.3671,51.5574,1612
E01002223,E02000463,E09000015,E12000007,-0.3762,51.5582,1788
E01002224,E02000463,E09000015,E12000007,-0.3738,51.5551,1598
E01002225,E02000433,E09000015,E12000007,-0.3229,51.6236,1803
E01002226,E02000433,E09000015,E12000007,-0.3132,51.6179,2672
E01002227,E02000435,E09000015,E12000007,-0.3294,51.6156,2268
E01002228,E02000435,E09000015,E12000007,-0.3201,51.6142,2290
E01002229,E02000435,E09000015,E12000007,-0.3102,51.6133,1856
E01002230,E02000435,E09000015,E12000007,-0.3267,51.6097,1806
E01002231,E02000445,E09000015,E12000007,-0.3279,51.6014,2067
E01002232,E02000443,E09000015,E12000007,-0.342,51.602,2113
E01002233,E02000443,E09000015,E12000007,-0.336,51.5989,2487
E01002234,E02000443,E09000015,E12000007,-0.3453,51.5994,1972
E01002235,E02000443,E09000015,E12000007,-0.3324,51.5999,1862
E01002236,E02000443,E09000015,E12000007,-0.3389,51.5968,2344
E01002237,E02000456,E09000015,E12000007,-0.3465,51.5787,2139
E01002238,E02000456,E09000015,E12000007,-0.3534,51.5795,1934
E01002239,E02000457,E09000015,E12000007,-0.3651,51.5769,1956
E01002240,E02000456,E09000015,E12000007,-0.3479,51.5767,1963
E01002241,E02000457,E09000015,E12000007,-0.362,51.5736,1883
E01002242,E02000456,E09000015,E12000007,-0.3613,51.5816,1811
E01002243,E02000476,E09000016,E12000007,0.1739,51.5813,1966
E01002244,E02000474,E09000016,E12000007,0.1686,51.5781,1845
E01002245,E02000474,E09000016,E12000007,0.1703,51.5811,1697
E01002246,E02000480,E09000016,E12000007,0.1619,51.5737,1827
E01002247,E02000480,E09000016,E12000007,0.1685,51.5736,2514
E01002248,E02000480,E09000016,E12000007,0.1735,51.5666,1809
E01002250,E02000480,E09000016,E12000007,0.1538,51.5694,1870
E01002251,E02000480,E09000016,E12000007,0.1657,51.5644,1590
E01002252,E02000481,E09000016,E12000007,0.2758,51.5677,1572
E01002253,E02000482,E09000016,E12000007,0.2593,51.5709,1611
E01002254,E02000482,E09000016,E12000007,0.2636,51.5641,1604
E01002255,E02000485,E09000016,E12000007,0.2388,51.562,1570
E01002256,E02000481,E09000016,E12000007,0.2718,51.5635,1484
E01002257,E02000482,E09000016,E12000007,0.2529,51.5616,1744
E01002258,E02000481,E09000016,E12000007,0.2697,51.5684,1854
E01002259,E02000481,E09000016,E12000007,0.2672,51.5716,1504
E01002260,E02000489,E09000016,E12000007,0.1908,51.5493,1842
E01002261,E02000489,E09000016,E12000007,0.1958,51.5503,1831
E01002262,E02000489,E09000016,E12000007,0.1945,51.5466,1792
E01002263,E02000489,E09000016,E12000007,0.203,51.5397,1609
E01002264,E02000489,E09000016,E12000007,0.1989,51.5434,1643
E01002265,E02000488,E09000016,E12000007,0.2069,51.5431,1536
E01002266,E02000490,E09000016,E12000007,0.1915,51.542,1559
E01002267,E02000490,E09000016,E12000007,0.1963,51.5397,1767
E01002268,E02000473,E09000016,E12000007,0.2311,51.5849,1540
E01002269,E02000473,E09000016,E12000007,0.2375,51.5782,1859
E01002270,E02000478,E09000016,E12000007,0.2228,51.5753,1776
E01002271,E02000478,E09000016,E12000007,0.2319,51.5752,1604
E01002272,E02000477,E09000016,E12000007,0.2077,51.5744,1372
E01002273,E02000478,E09000016,E12000007,0.2374,51.5687,1307
E01002274,E02000477,E09000016,E12000007,0.2143,51.5723,1646
E01002275,E02000478,E09000016,E12000007,0.2293,51.5668,1330
E01002276,E02000464,E09000016,E12000007,0.2215,51.6139,2088
E01002277,E02000465,E09000016,E12000007,0.2424,51.6053,1604
E01002278,E02000464,E09000016,E12000007,0.2257,51.6108,1739
E01002279,E02000465,E09000016,E12000007,0.2368,51.609,1765
E01002280,E02000467,E09000016,E12000007,0.2164,51.6091,1856
E01002281,E02000465,E09000016,E12000007,0.2319,51.6063,2469
E01002282,E02000467,E09000016,E12000007,0.2202,51.6063,2007
E01002283,E02000465,E09000016,E12000007,0.2389,51.6026,1713
E01002284,E02000467,E09000016,E12000007,0.2201,51.604,2138
E01002285,E02000488,E09000016,E12000007,0.2179,51.5494,1525
E01002286,E02000488,E09000016,E12000007,0.2085,51.5483,1699
E01002287,E02000486,E09000016,E12000007,0.2035,51.5483,1623
E01002288,E02000488,E09000016,E12000007,0.212,51.5455,1589
E01002289,E02000485,E09000016,E12000007,0.2324,51.5558,1660
E01002290,E02000488,E09000016,E12000007,0.2228,51.5525,1546
E01002291,E02000486,E09000016,E12000007,0.2163,51.5538,1451
E01002292,E02000485,E09000016,E12000007,0.2306,51.5524,1668
E01002294,E02000470,E09000016,E12000007,0.2361,51.591,1551
E01002295,E02000473,E09000016,E12000007,0.2261,51.5896,2015
E01002296,E02000470,E09000016,E12000007,0.2485,51.6011,1726
E01002297,E02000467,E09000016,E12000007,0.2255,51.6009,1636
E01002298,E02000470,E09000016,E12000007,0.238,51.5978,1586
E01002299,E02000465,E09000016,E12000007,0.2307,51.6007,1815
E01002300,E02000470,E09000016,E12000007,0.2317,51.5957,2033
E01002301,E02000466,E09000016,E12000007,0.1684,51.6038,1629
E01002302,E02000468,E09000016,E12000007,0.1614,51.6029,1697
E01002303,E02000466,E09000016,E12000007,0.1768,51.6022,2230
E01002304,E02000466,E09000016,E12000007,0.1779,51.6082,1509
E01002305,E02000468,E09000016,E12000007,0.1594,51.6083,1719
E01002306,E02000466,E09000016,E12000007,0.1717,51.6062,1839
E01002307,E02000466,E09000016,E12000007,0.1672,51.6079,1865
E01002308,E02000468,E09000016,E12000007,0.1566,51.6041,1909
E01002309,E02000469,E09000016,E12000007,0.2072,51.5985,1771
E01002310,E02000469,E09000016,E12000007,0.2145,51.5954,1957
E01002311,E02000469,E09000016,E12000007,0.2059,51.5963,1915
E01002312,E02000464,E09000016,E12000007,0.2159,51.6125,1695
E01002313,E02000464,E09000016,E12000007,0.2102,51.6091,2223
E01002314,E02000467,E09000016,E12000007,0.2133,51.6037,1898
E01002315,E02000469,E09000016,E12000007,0.2088,51.6011,1688
E01002316,E02000467,E09000016,E12000007,0.2147,51.6002,2150
E01002317,E02000477,E09000016,E12000007,0.2036,51.5705,1518
E01002318,E02000477,E09000016,E12000007,0.21,51.5671,1644
E01002319,E02000479,E09000016,E12000007,0.193,51.566,1872
E01002320,E02000484,E09000016,E12000007,0.1996,51.5671,1510
E01002321,E02000484,E09000016,E12000007,0.2021,51.564,1739
E01002322,E02000484,E09000016,E12000007,0.1909,51.5584,1954
E01002323,E02000484,E09000016,E12000007,0.1889,51.5621,1770
E01002324,E02000484,E09000016,E12000007,0.1981,51.5601,1554
E01002325,E02000474,E09000016,E12000007,0.1578,51.5929,2216
E01002326,E02000468,E09000016,E12000007,0.1609,51.5971,1749
E01002327,E02000472,E09000016,E12000007,0.1646,51.5941,1526
E01002328,E02000472,E09000016,E12000007,0.1655,51.5893,1819
E01002329,E02000474,E09000016,E12000007,0.1623,51.5856,1819
E01002330,E02000474,E09000016,E12000007,0.1586,51.5845,1830
E01002331,E02000468,E09000016,E12000007,0.1557,51.6001,1674
E01002332,E02000472,E09000016,E12000007,0.1702,51.5985,1766
E01002333,E02000471,E09000016,E12000007,0.1796,51.5975,1310
E01002334,E02000471,E09000016,E12000007,0.1862,51.5929,1747
E01002335,E02000472,E09000016,E12000007,0.1706,51.5927,1503
E01002336,E02000471,E09000016,E12000007,0.1772,51.5934,1652
E01002337,E02000475,E09000016,E12000007,0.1986,51.5887,1387
E01002338,E02000472,E09000016,E12000007,0.1725,51.5899,1433
E01002339,E02000471,E09000016,E12000007,0.183,51.5875,1635
E01002340,E02000472,E09000016,E12000007,0.1765,51.586,1486
E01002341,E02000471,E09000016,E12000007,0.1823,51.601,1459
E01002342,E02000493,E09000016,E12000007,0.2018,51.5198,1749
E01002343,E02000492,E09000016,E12000007,0.2079,51.5236,1742
E01002344,E02000492,E09000016,E12000007,0.2081,51.5189,1982
E01002345,E02000493,E09000016,E12000007,0.1944,51.5177,1999
E01002346,E02000493,E09000016,E12000007,0.1982,51.5165,1521
E01002347,E02000493,E09000016,E12000007,0.2015,51.5131,1487
E01002348,E02000492,E09000016,E12000007,0.2175,51.525,1518
E01002349,E02000492,E09000016,E12000007,0.2127,51.5271,1532
E01002350,E02000479,E09000016,E12000007,0.1865,51.5709,1769
E01002351,E02000479,E09000016,E12000007,0.1928,51.57,1765
E01002352,E02000479,E09000016,E12000007,0.1963,51.5747,2020
E01002353,E02000476,E09000016,E12000007,0.1819,51.5822,2061
E01002354,E02000475,E09000016,E12000007,0.1961,51.5836,1354
E01002355,E02000477,E09000016,E12000007,0.1977,51.5808,1449
E01002356,E02000476,E09000016,E12000007,0.1796,51.5747,2234
E01002358,E02000479,E09000016,E12000007,0.1899,51.5741,2167
E01002359,E02000483,E09000016,E12000007,0.2242,51.5649,1282
E01002360,E02000483,E09000016,E12000007,0.2251,51.559,1413
E01002361,E02000483,E09000016,E12000007,0.217,51.5613,1934
E01002362,E02000485,E09000016,E12000007,0.2324,51.5601,1580
E01002363,E02000483,E09000016,E12000007,0.2097,51.5581,1462
E01002364,E02000486,E09000016,E12000007,0.2159,51.5573,1338
E01002365,E02000486,E09000016,E12000007,0.2008,51.5525,1352
E01002366,E02000486,E09000016,E12000007,0.2059,51.5536,1568
E01002367,E02000483,E09000016,E12000007,0.217,51.5671,1696
E01002368,E02000491,E09000016,E12000007,0.1698,51.528,2887
E01002369,E02000491,E09000016,E12000007,0.178,51.5264,2100
E01002370,E02000491,E09000016,E12000007,0.1874,51.5243,2709
E01002371,E02000491,E09000016,E12000007,0.1846,51.528,1763
E01002372,E02000490,E09000016,E12000007,0.1952,51.5359,1695
E01002373,E02000490,E09000016,E12000007,0.1875,51.5332,1750
E01002374,E02000490,E09000016,E12000007,0.193,51.5322,1766
E01002375,E02000491,E09000016,E12000007,0.1831,51.5343,1955
E01002376,E02000475,E09000016,E12000007,0.2083,51.5857,1409
E01002377,E02000473,E09000016,E12000007,0.2188,51.5855,1777
E01002378,E02000473,E09000016,E12000007,0.2257,51.5836,1704
E01002379,E02000475,E09000016,E12000007,0.2063,51.5813,1684
E01002380,E02000475,E09000016,E12000007,0.2131,51.5829,2266
E01002381,E02000475,E09000016,E12000007,0.2136,51.577,1629
E01002382,E02000477,E09000016,E12000007,0.2017,51.5772,1803
E01002383,E02000473,E09000016,E12000007,0.2137,51.5896,1695
E01002384,E02000482,E09000016,E12000007,0.2572,51.5573,1628
E01002385,E02000487,E09000016,E12000007,0.2533,51.5447,1573
E01002386,E02000485,E09000016,E12000007,0.2441,51.5568,2109
E01002387,E02000487,E09000016,E12000007,0.2543,51.5531,1621
E01002388,E02000487,E09000016,E12000007,0.2503,51.5485,1582
E01002389,E02000487,E09000016,E12000007,0.2417,51.5478,1630
E01002390,E02000487,E09000016,E12000007,0.2434,51.5511,1479
E01002391,E02000481,E09000016,E12000007,0.2721,51.5588,1731
E01002392,E02000513,E09000017,E12000007,-0.4076,51.5315,1746
E01002393,E02000513,E09000017,E12000007,-0.402,51.529,2187
E01002394,E02000514,E09000017,E12000007,-0.4101,51.5239,1736
E01002395,E02000514,E09000017,E12000007,-0.4034,51.5237,1392
E01002396,E02000519,E09000017,E12000007,-0.4026,51.5192,1825
E01002397,E02000514,E09000017,E12000007,-0.4183,51.5234,2011
E01002398,E02000514,E09000017,E12000007,-0.4138,51.5224,1854
E01002399,E02000514,E09000017,E12000007,-0.4069,51.5212,1709
E01002400,E02000517,E09000017,E12000007,-0.4422,51.5212,2000
E01002401,E02000517,E09000017,E12000007,-0.4319,51.5225,2345
E01002402,E02000517,E09000017,E12000007,-0.4381,51.5213,1585
E01002403,E02000517,E09000017,E12000007,-0.4347,51.5191,2456
E01002404,E02000517,E09000017,E12000007,-0.4295,51.5168,2031
E01002405,E02000520,E09000017,E12000007,-0.4294,51.5145,2001
E01002408,E02000512,E09000017,E12000007,-0.4494,51.5267,1701
E01002409,E02000512,E09000017,E12000007,-0.4441,51.5252,2029
E01002410,E02000510,E09000017,E12000007,-0.4524,51.5305,2003
E01002411,E02000515,E09000017,E12000007,-0.4761,51.5254,2218
E01002412,E02000510,E09000017,E12000007,-0.4608,51.5274,2384
E01002413,E02000515,E09000017,E12000007,-0.4778,51.5212,1695
E01002414,E02000508,E09000017,E12000007,-0.4703,51.5329,2894
E01002415,E02000503,E09000017,E12000007,-0.3996,51.564,1756
E01002416,E02000501,E09000017,E12000007,-0.3948,51.5641,1663
E01002417,E02000501,E09000017,E12000007,-0.4021,51.5757,1802
E01002418,E02000499,E09000017,E12000007,-0.3895,51.5738,1777
E01002419,E02000499,E09000017,E12000007,-0.3953,51.5735,1774
E01002420,E02000501,E09000017,E12000007,-0.4024,51.571,1568
E01002421,E02000501,E09000017,E12000007,-0.3931,51.5682,1741
E01002422,E02000511,E09000017,E12000007,-0.4229,51.5308,1554
E01002423,E02000511,E09000017,E12000007,-0.4345,51.5276,1873
E01002424,E02000511,E09000017,E12000007,-0.4172,51.5301,1717
E01002425,E02000511,E09000017,E12000007,-0.4259,51.5339,1713
E01002426,E02000514,E09000017,E12000007,-0.4208,51.5262,2084
E01002427,E02000511,E09000017,E12000007,-0.4258,51.5265,1654
E01002428,E02000511,E09000017,E12000007,-0.4231,51.5363,1600
E01002429,E02000512,E09000017,E12000007,-0.4366,51.5367,1554
E01002430,E02000500,E09000017,E12000007,-0.4196,51.5821,1443
E01002431,E02000499,E09000017,E12000007,-0.3931,51.5799,1413
E01002432,E02000499,E09000017,E12000007,-0.4002,51.5799,1523
E01002433,E02000497,E09000017,E12000007,-0.4054,51.5828,2467
E01002434,E02000500,E09000017,E12000007,-0.4282,51.581,1309
E01002435,E02000500,E09000017,E12000007,-0.4163,51.5778,1544
E01002436,E02000497,E09000017,E12000007,-0.4102,51.5857,1651
E01002437,E02000499,E09000017,E12000007,-0.3961,51.5854,1396
E01002438,E02000496,E09000017,E12000007,-0.4945,51.6098,1466
E01002439,E02000496,E09000017,E12000007,-0.4811,51.6056,1561
E01002440,E02000496,E09000017,E12000007,-0.4731,51.6044,1522
E01002441,E02000496,E09000017,E12000007,-0.4828,51.6002,1570
E01002442,E02000496,E09000017,E12000007,-0.4841,51.5914,1553
E01002443,E02000525,E09000017,E12000007,-0.422,51.4823,2090
E01002444,E02000524,E09000017,E12000007,-0.4793,51.4849,2019
E01002445,E02000522,E09000017,E12000007,-0.4663,51.4978,1817
E01002446,E02000524,E09000017,E12000007,-0.4596,51.4916,2864
E01002447,E02000524,E09000017,E12000007,-0.4497,51.4836,2322
E01002448,E02000525,E09000017,E12000007,-0.4353,51.4881,2357
E01002449,E02000525,E09000017,E12000007,-0.4372,51.4836,2159
E01002450,E02000507,E09000017,E12000007,-0.4389,51.5466,1479
E01002451,E02000507,E09000017,E12000007,-0.4466,51.5466,1472
E01002452,E02000507,E09000017,E12000007,-0.4449,51.5492,1537
E01002453,E02000507,E09000017,E12000007,-0.4455,51.5422,1747
E01002454,E02000507,E09000017,E12000007,-0.44,51.5433,1947
E01002455,E02000512,E09000017,E12000007,-0.4437,51.5306,2001
E01002456,E02000510,E09000017,E12000007,-0.4499,51.5374,1704
E01002457,E02000512,E09000017,E12000007,-0.4475,51.5333,1589
E01002458,E02000504,E09000017,E12000007,-0.4544,51.566,1434
E01002459,E02000504,E09000017,E12000007,-0.4504,51.5692,1676
E01002460,E02000504,E09000017,E12000007,-0.4454,51.5625,1471
E01002461,E02000506,E09000017,E12000007,-0.4664,51.5616,1488
E01002462,E02000504,E09000017,E12000007,-0.4595,51.5631,1498
E01002463,E02000506,E09000017,E12000007,-0.4507,51.557,1454
E01002464,E02000504,E09000017,E12000007,-0.4384,51.5597,1609
E01002465,E02000502,E09000017,E12000007,-0.4166,51.5654,1676
E01002466,E02000503,E09000017,E12000007,-0.4056,51.5649,1692
E01002467,E02000502,E09000017,E12000007,-0.4214,51.5676,1554
E01002468,E02000503,E09000017,E12000007,-0.4077,51.5678,1690
E01002469,E02000503,E09000017,E12000007,-0.4129,51.5682,1658
E01002470,E02000500,E09000017,E12000007,-0.415,51.5734,1900
E01002471,E02000501,E09000017,E12000007,-0.4087,51.5726,1628
E01002472,E02000495,E09000017,E12000007,-0.428,51.6097,1714
E01002473,E02000494,E09000017,E12000007,-0.4419,51.6063,1698
E01002474,E02000495,E09000017,E12000007,-0.4188,51.6056,1696
E01002475,E02000494,E09000017,E12000007,-0.4387,51.6144,1561
E01002476,E02000494,E09000017,E12000007,-0.4301,51.6154,1627
E01002477,E02000494,E09000017,E12000007,-0.4184,51.6146,1305
E01002478,E02000495,E09000017,E12000007,-0.4197,51.6097,1633
E01002479,E02000497,E09000017,E12000007,-0.4153,51.5946,1811
E01002480,E02000497,E09000017,E12000007,-0.4008,51.5947,1834
E01002481,E02000497,E09000017,E12000007,-0.4086,51.5915,1582
E01002482,E02000494,E09000017,E12000007,-0.4099,51.6101,1586
E01002483,E02000495,E09000017,E12000007,-0.4056,51.6013,1981
E01002484,E02000495,E09000017,E12000007,-0.4132,51.6061,1433
E01002485,E02000495,E09000017,E12000007,-0.4117,51.6009,2077
E01002486,E02000521,E09000017,E12000007,-0.4418,51.502,2217
E01002487,E02000521,E09000017,E12000007,-0.4358,51.5027,1989
E01002488,E02000523,E09000017,E12000007,-0.4333,51.5001,1775
E01002489,E02000523,E09000017,E12000007,-0.4228,51.4988,1960
E01002490,E02000523,E09000017,E12000007,-0.4305,51.4972,2203
E01002491,E02000525,E09000017,E12000007,-0.4192,51.4959,1759
E01002492,E02000523,E09000017,E12000007,-0.4147,51.496,1755
E01002493,E02000525,E09000017,E12000007,-0.4244,51.4954,2048
E01002494,E02000502,E09000017,E12000007,-0.4173,51.5604,1815
E01002495,E02000503,E09000017,E12000007,-0.4057,51.5592,1850
E01002496,E02006796,E09000017,E12000007,-0.3838,51.5594,1942
E01002497,E02006796,E09000017,E12000007,-0.3987,51.556,2514
E01002498,E02006796,E09000017,E12000007,-0.3927,51.5607,1445
E01002499,E02006796,E09000017,E12000007,-0.4011,51.5517,2205
E01002501,E02000519,E09000017,E12000007,-0.4095,51.5137,1775
E01002502,E02000519,E09000017,E12000007,-0.4168,51.5146,2037
E01002503,E02000520,E09000017,E12000007,-0.4139,51.511,1922
E01002505,E02000519,E09000017,E12000007,-0.406,51.5117,1753
E01002506,E02000520,E09000017,E12000007,-0.4165,51.5069,2101
E01002507,E02000520,E09000017,E12000007,-0.41,51.508,2027
E01002508,E02000519,E09000017,E12000007,-0.4134,51.5181,2163
E01002509,E02000510,E09000017,E12000007,-0.4574,51.5391,1479
E01002511,E02000510,E09000017,E12000007,-0.4555,51.5366,1605
E01002512,E02000506,E09000017,E12000007,-0.4735,51.5527,2100
E01002513,E02000506,E09000017,E12000007,-0.4535,51.5504,1466
E01002514,E02000508,E09000017,E12000007,-0.4798,51.551,2009
E01002516,E02000506,E09000017,E12000007,-0.4545,51.5458,1507
E01002518,E02000515,E09000017,E12000007,-0.4791,51.5287,1286
E01002519,E02000515,E09000017,E12000007,-0.4832,51.5235,2060
E01002520,E02000509,E09000017,E12000007,-0.4884,51.5405,2054
E01002521,E02000509,E09000017,E12000007,-0.4828,51.5453,2233
E01002523,E02000509,E09000017,E12000007,-0.484,51.5402,1620
E01002525,E02000522,E09000017,E12000007,-0.4733,51.5037,1820
E01002526,E02000521,E09000017,E12000007,-0.4612,51.5044,3008
E01002527,E02000524,E09000017,E12000007,-0.4803,51.5015,1590
E01002528,E02000521,E09000017,E12000007,-0.4605,51.5004,1868
E01002529,E02000522,E09000017,E12000007,-0.4698,51.5078,2538
E01002530,E02000522,E09000017,E12000007,-0.4729,51.4967,1787
E01002531,E02000522,E09000017,E12000007,-0.4781,51.5081,1726
E01002533,E02000498,E09000017,E12000007,-0.4424,51.5806,1447
E01002534,E02000498,E09000017,E12000007,-0.4351,51.5756,1493
E01002535,E02000500,E09000017,E12000007,-0.4237,51.5731,2219
E01002536,E02000502,E09000017,E12000007,-0.4319,51.5695,1381
E01002537,E02000502,E09000017,E12000007,-0.4386,51.568,2499
E01002538,E02000498,E09000017,E12000007,-0.4379,51.5855,1659
E01002539,E02000498,E09000017,E12000007,-0.4346,51.5801,1688
E01002540,E02000513,E09000017,E12000007,-0.3919,51.5296,1862
E01002541,E02000516,E09000017,E12000007,-0.384,51.5281,2017
E01002542,E02000513,E09000017,E12000007,-0.3967,51.528,2104
E01002543,E02000513,E09000017,E12000007,-0.3931,51.5261,2000
E01002544,E02000516,E09000017,E12000007,-0.3865,51.5205,1692
E01002545,E02000516,E09000017,E12000007,-0.3912,51.5213,1475
E01002546,E02000516,E09000017,E12000007,-0.3969,51.5178,1736
E01002547,E02000516,E09000017,E12000007,-0.3905,51.5155,1723
E01002548,E02000518,E09000017,E12000007,-0.4653,51.5128,2174
E01002549,E02000518,E09000017,E12000007,-0.449,51.5202,1924
E01002550,E02000515,E09000017,E12000007,-0.4687,51.5201,1905
E01002551,E02000518,E09000017,E12000007,-0.4608,51.522,2073
E01002552,E02000518,E09000017,E12000007,-0.4679,51.516,1720
E01002553,E02000518,E09000017,E12000007,-0.4638,51.5183,1749
E01002555,E02000547,E09000018,E12000007,-0.433,51.4587,2047
E01002556,E02000547,E09000018,E12000007,-0.4261,51.4556,1895
E01002557,E02000548,E09000018,E12000007,-0.4393,51.454,2046
E01002558,E02000548,E09000018,E12000007,-0.4335,51.4539,2248
E01002559,E02000548,E09000018,E12000007,-0.4419,51.4487,2554
E01002560,E02000548,E09000018,E12000007,-0.4277,51.4507,2057
E01002561,E02000548,E09000018,E12000007,-0.4314,51.4483,1687
E01002562,E02006972,E09000018,E12000007,-0.298,51.4959,1435
E01002563,E02000531,E09000018,E12000007,-0.3171,51.4928,1956
E01002564,E02006973,E09000018,E12000007,-0.3043,51.4936,1851
E01002565,E02000531,E09000018,E12000007,-0.308,51.4907,2441
E01002567,E02000531,E09000018,E12000007,-0.3036,51.4872,1774
E01002569,E02000526,E09000018,E12000007,-0.2534,51.4885,2135
E01002570,E02000526,E09000018,E12000007,-0.2532,51.4922,1655
E01002571,E02000532,E09000018,E12000007,-0.2525,51.4836,1283
E01002572,E02000532,E09000018,E12000007,-0.2574,51.48,1561
E01002573,E02000526,E09000018,E12000007,-0.252,51.4969,1562
E01002574,E02000526,E09000018,E12000007,-0.247,51.4956,1711
E01002575,E02000526,E09000018,E12000007,-0.2478,51.4922,1600
E01002576,E02000533,E09000018,E12000007,-0.2712,51.4851,1594
E01002577,E02000532,E09000018,E12000007,-0.268,51.4868,1658
E01002578,E02000532,E09000018,E12000007,-0.2667,51.4822,1512
E01002579,E02000533,E09000018,E12000007,-0.2713,51.4794,1723
E01002580,E02000533,E09000018,E12000007,-0.2832,51.4895,1452
E01002581,E02000533,E09000018,E12000007,-0.2806,51.4879,1837
E01002582,E02000533,E09000018,E12000007,-0.2759,51.4859,1680
E01002583,E02000538,E09000018,E12000007,-0.4085,51.4803,1809
E01002584,E02000538,E09000018,E12000007,-0.4129,51.4792,2205
E01002585,E02000538,E09000018,E12000007,-0.4039,51.4764,1880
E01002586,E02000538,E09000018,E12000007,-0.4089,51.4757,1923
E01002587,E02000541,E09000018,E12000007,-0.3964,51.4738,2499
E01002588,E02000541,E09000018,E12000007,-0.3989,51.472,1991
E01002589,E02000538,E09000018,E12000007,-0.3994,51.4693,2448
E01002590,E02000547,E09000018,E12000007,-0.4184,51.4513,2785
E01002591,E02000549,E09000018,E12000007,-0.3971,51.4524,1940
E01002592,E02000547,E09000018,E12000007,-0.4062,51.4575,2437
E01002593,E02000549,E09000018,E12000007,-0.4089,51.4531,2986
E01002594,E02000549,E09000018,E12000007,-0.4032,51.4541,2424
E01002595,E02000547,E09000018,E12000007,-0.4153,51.4556,2295
E01002596,E02000552,E09000018,E12000007,-0.425,51.4431,2126
E01002598,E02000550,E09000018,E12000007,-0.4166,51.4418,1929
E01002599,E02000550,E09000018,E12000007,-0.4181,51.445,1536
E01002600,E02000550,E09000018,E12000007,-0.4218,51.4418,1614
E01002601,E02000552,E09000018,E12000007,-0.4264,51.4364,1927
E01002602,E02000552,E09000018,E12000007,-0.423,51.4333,1554
E01002603,E02000550,E09000018,E12000007,-0.4208,51.4485,1998
E01002604,E02000551,E09000018,E12000007,-0.3758,51.4413,1596
E01002605,E02000551,E09000018,E12000007,-0.3787,51.4387,2357
E01002606,E02000551,E09000018,E12000007,-0.3882,51.4358,1657
E01002607,E02000551,E09000018,E12000007,-0.385,51.4416,2498
E01002608,E02000553,E09000018,E12000007,-0.3909,51.4327,1891
E01002609,E02000553,E09000018,E12000007,-0.3855,51.4326,1731
E01002610,E02000553,E09000018,E12000007,-0.3925,51.4283,1790
E01002611,E02000549,E09000018,E12000007,-0.3984,51.4466,2039
E01002612,E02000549,E09000018,E12000007,-0.4057,51.4462,2099
E01002613,E02000549,E09000018,E12000007,-0.3905,51.4439,1932
E01002614,E02000552,E09000018,E12000007,-0.4122,51.4383,2173
E01002615,E02000551,E09000018,E12000007,-0.4018,51.4379,1769
E01002616,E02000552,E09000018,E12000007,-0.4183,51.4372,1593
E01002617,E02000553,E09000018,E12000007,-0.4037,51.4349,1610
E01002618,E02000536,E09000018,E12000007,-0.3779,51.4808,2087
E01002619,E02000535,E09000018,E12000007,-0.3844,51.4814,2184
E01002620,E02000529,E09000018,E12000007,-0.3782,51.4854,2834
E01002621,E02000536,E09000018,E12000007,-0.3756,51.4767,2215
E01002622,E02000535,E09000018,E12000007,-0.389,51.4769,1930
E01002623,E02000536,E09000018,E12000007,-0.3835,51.477,1965
E01002624,E02000542,E09000018,E12000007,-0.3823,51.4737,1785
E01002625,E02000529,E09000018,E12000007,-0.3782,51.4922,1751
E01002626,E02000529,E09000018,E12000007,-0.3743,51.4893,1659
E01002627,E02000529,E09000018,E12000007,-0.3688,51.4878,1762
E01002628,E02000536,E09000018,E12000007,-0.3703,51.4815,2203
E01002629,E02000536,E09000018,E12000007,-0.3657,51.4779,2683
E01002630,E02000537,E09000018,E12000007,-0.3593,51.4782,2109
E01002631,E02000529,E09000018,E12000007,-0.3827,51.4941,1832
E01002632,E02000535,E09000018,E12000007,-0.3845,51.4851,1988
